image_path,fruit_id,storage_condition,day,stage,view,timestamp,file_stem
data/Avocado Ripening Dataset/T10_d18_015_a_4.jpg,T10_015,T10,18,4,a,2022-04-21 12:51:17,T10_d18_015_a_4
data/Avocado Ripening Dataset/T10_d18_015_b_4.jpg,T10_015,T10,18,4,b,2022-04-21 12:51:26,T10_d18_015_b_4
data/Avocado Ripening Dataset/T10_d19_015_a_4.jpg,T10_015,T10,19,4,a,2022-04-22 12:18:44,T10_d19_015_a_4
data/Avocado Ripening Dataset/T10_d19_015_b_4.jpg,T10_015,T10,19,4,b,2022-04-22 12:18:50,T10_d19_015_b_4
data/Avocado Ripening Dataset/T10_d20_015_a_4.jpg,T10_015,T10,20,4,a,2022-04-23 12:53:01,T10_d20_015_a_4
data/Avocado Ripening Dataset/T10_d20_015_b_4.jpg,T10_015,T10,20,4,b,2022-04-23 12:53:07,T10_d20_015_b_4
data/Avocado Ripening Dataset/T10_d21_015_a_4.jpg,T10_015,T10,21,4,a,2022-04-24 13:49:01,T10_d21_015_a_4
data/Avocado Ripening Dataset/T10_d21_015_b_4.jpg,T10_015,T10,21,4,b,2022-04-24 13:49:08,T10_d21_015_b_4
data/Avocado Ripening Dataset/T10_d22_015_a_4.jpg,T10_015,T10,22,4,a,2022-04-25 14:55:47,T10_d22_015_a_4
data/Avocado Ripening Dataset/T10_d22_015_b_4.jpg,T10_015,T10,22,4,b,2022-04-25 14:55:55,T10_d22_015_b_4
data/Avocado Ripening Dataset/T10_d23_015_a_4.jpg,T10_015,T10,23,4,a,2022-04-26 11:19:06,T10_d23_015_a_4
data/Avocado Ripening Dataset/T10_d23_015_b_4.jpg,T10_015,T10,23,4,b,2022-04-26 11:19:13,T10_d23_015_b_4
data/Avocado Ripening Dataset/T10_d24_015_a_4.jpg,T10_015,T10,24,4,a,2022-04-27 14:32:24,T10_d24_015_a_4
data/Avocado Ripening Dataset/T10_d24_015_b_4.jpg,T10_015,T10,24,4,b,2022-04-27 14:32:33,T10_d24_015_b_4
data/Avocado Ripening Dataset/T10_d25_015_a_5.jpg,T10_015,T10,25,5,a,2022-04-28 18:17:59,T10_d25_015_a_5
data/Avocado Ripening Dataset/T10_d25_015_b_5.jpg,T10_015,T10,25,5,b,2022-04-28 18:18:06,T10_d25_015_b_5
data/Avocado Ripening Dataset/T10_d26_015_a_5.jpg,T10_015,T10,26,5,a,2022-04-29 11:46:17,T10_d26_015_a_5
data/Avocado Ripening Dataset/T10_d26_015_b_5.jpg,T10_015,T10,26,5,b,2022-04-29 11:46:25,T10_d26_015_b_5
data/Avocado Ripening Dataset/T10_d01_018_a_1.jpg,T10_018,T10,1,1,a,2022-04-04 11:02:06,T10_d01_018_a_1
data/Avocado Ripening Dataset/T10_d01_018_b_1.jpg,T10_018,T10,1,1,b,2022-04-04 11:02:18,T10_d01_018_b_1
data/Avocado Ripening Dataset/T10_d02_018_a_1.jpg,T10_018,T10,2,1,a,2022-04-05 12:11:41,T10_d02_018_a_1
data/Avocado Ripening Dataset/T10_d02_018_b_1.jpg,T10_018,T10,2,1,b,2022-04-05 12:11:50,T10_d02_018_b_1
data/Avocado Ripening Dataset/T10_d03_018_a_1.jpg,T10_018,T10,3,1,a,2022-04-06 12:12:14,T10_d03_018_a_1
data/Avocado Ripening Dataset/T10_d03_018_b_1.jpg,T10_018,T10,3,1,b,2022-04-06 12:12:28,T10_d03_018_b_1
data/Avocado Ripening Dataset/T10_d04_018_a_1.jpg,T10_018,T10,4,1,a,2022-04-07 11:41:36,T10_d04_018_a_1
data/Avocado Ripening Dataset/T10_d04_018_b_1.jpg,T10_018,T10,4,1,b,2022-04-07 11:41:50,T10_d04_018_b_1
data/Avocado Ripening Dataset/T10_d05_018_a_1.jpg,T10_018,T10,5,1,a,2022-04-08 12:30:56,T10_d05_018_a_1
data/Avocado Ripening Dataset/T10_d05_018_b_1.jpg,T10_018,T10,5,1,b,2022-04-08 12:31:07,T10_d05_018_b_1
data/Avocado Ripening Dataset/T10_d06_018_a_1.jpg,T10_018,T10,6,1,a,2022-04-09 12:42:27,T10_d06_018_a_1
data/Avocado Ripening Dataset/T10_d06_018_b_1.jpg,T10_018,T10,6,1,b,2022-04-09 12:42:35,T10_d06_018_b_1
data/Avocado Ripening Dataset/T10_d07_018_a_2.jpg,T10_018,T10,7,2,a,2022-04-10 12:10:10,T10_d07_018_a_2
data/Avocado Ripening Dataset/T10_d07_018_b_2.jpg,T10_018,T10,7,2,b,2022-04-10 12:10:17,T10_d07_018_b_2
data/Avocado Ripening Dataset/T10_d08_018_a_2.jpg,T10_018,T10,8,2,a,2022-04-11 12:13:10,T10_d08_018_a_2
data/Avocado Ripening Dataset/T10_d08_018_b_2.jpg,T10_018,T10,8,2,b,2022-04-11 12:13:18,T10_d08_018_b_2
data/Avocado Ripening Dataset/T10_d09_018_a_2.jpg,T10_018,T10,9,2,a,2022-04-12 12:42:39,T10_d09_018_a_2
data/Avocado Ripening Dataset/T10_d09_018_b_2.jpg,T10_018,T10,9,2,b,2022-04-12 12:42:47,T10_d09_018_b_2
data/Avocado Ripening Dataset/T10_d10_018_a_3.jpg,T10_018,T10,10,3,a,2022-04-13 12:10:45,T10_d10_018_a_3
data/Avocado Ripening Dataset/T10_d10_018_b_3.jpg,T10_018,T10,10,3,b,2022-04-13 12:10:52,T10_d10_018_b_3
data/Avocado Ripening Dataset/T10_d11_018_a_3.jpg,T10_018,T10,11,3,a,2022-04-14 13:06:17,T10_d11_018_a_3
data/Avocado Ripening Dataset/T10_d11_018_b_3.jpg,T10_018,T10,11,3,b,2022-04-14 13:06:26,T10_d11_018_b_3
data/Avocado Ripening Dataset/T10_d12_018_a_4.jpg,T10_018,T10,12,4,a,2022-04-15 17:01:29,T10_d12_018_a_4
data/Avocado Ripening Dataset/T10_d12_018_b_4.jpg,T10_018,T10,12,4,b,2022-04-15 17:01:37,T10_d12_018_b_4
data/Avocado Ripening Dataset/T10_d13_018_a_4.jpg,T10_018,T10,13,4,a,2022-04-16 13:50:49,T10_d13_018_a_4
data/Avocado Ripening Dataset/T10_d13_018_b_4.jpg,T10_018,T10,13,4,b,2022-04-16 13:50:54,T10_d13_018_b_4
data/Avocado Ripening Dataset/T10_d14_018_a_4.jpg,T10_018,T10,14,4,a,2022-04-17 15:55:14,T10_d14_018_a_4
data/Avocado Ripening Dataset/T10_d14_018_b_4.jpg,T10_018,T10,14,4,b,2022-04-17 15:55:20,T10_d14_018_b_4
data/Avocado Ripening Dataset/T10_d15_018_a_4.jpg,T10_018,T10,15,4,a,2022-04-18 16:01:42,T10_d15_018_a_4
data/Avocado Ripening Dataset/T10_d15_018_b_4.jpg,T10_018,T10,15,4,b,2022-04-18 16:01:49,T10_d15_018_b_4
data/Avocado Ripening Dataset/T10_d16_018_a_4.jpg,T10_018,T10,16,4,a,2022-04-19 13:27:13,T10_d16_018_a_4
data/Avocado Ripening Dataset/T10_d16_018_b_4.jpg,T10_018,T10,16,4,b,2022-04-19 13:27:23,T10_d16_018_b_4
data/Avocado Ripening Dataset/T10_d17_018_a_4.jpg,T10_018,T10,17,4,a,2022-04-20 13:07:57,T10_d17_018_a_4
data/Avocado Ripening Dataset/T10_d17_018_b_4.jpg,T10_018,T10,17,4,b,2022-04-20 13:08:05,T10_d17_018_b_4
data/Avocado Ripening Dataset/T10_d18_018_a_5.jpg,T10_018,T10,18,5,a,2022-04-21 14:19:16,T10_d18_018_a_5
data/Avocado Ripening Dataset/T10_d18_018_b_5.jpg,T10_018,T10,18,5,b,2022-04-21 14:19:24,T10_d18_018_b_5
data/Avocado Ripening Dataset/T10_d19_018_a_5.jpg,T10_018,T10,19,5,a,2022-04-22 13:36:29,T10_d19_018_a_5
data/Avocado Ripening Dataset/T10_d19_018_b_5.jpg,T10_018,T10,19,5,b,2022-04-22 13:36:35,T10_d19_018_b_5
data/Avocado Ripening Dataset/T10_d20_018_a_5.jpg,T10_018,T10,20,5,a,2022-04-23 13:18:24,T10_d20_018_a_5
data/Avocado Ripening Dataset/T10_d20_018_b_5.jpg,T10_018,T10,20,5,b,2022-04-23 13:18:32,T10_d20_018_b_5
data/Avocado Ripening Dataset/T10_d21_018_a_5.jpg,T10_018,T10,21,5,a,2022-04-24 15:18:42,T10_d21_018_a_5
data/Avocado Ripening Dataset/T10_d21_018_b_5.jpg,T10_018,T10,21,5,b,2022-04-24 15:18:50,T10_d21_018_b_5
data/Avocado Ripening Dataset/T10_d22_018_a_5.jpg,T10_018,T10,22,5,a,2022-04-25 15:22:05,T10_d22_018_a_5
data/Avocado Ripening Dataset/T10_d22_018_b_5.jpg,T10_018,T10,22,5,b,2022-04-25 15:22:11,T10_d22_018_b_5
data/Avocado Ripening Dataset/T10_d23_018_a_5.jpg,T10_018,T10,23,5,a,2022-04-26 13:09:13,T10_d23_018_a_5
data/Avocado Ripening Dataset/T10_d23_018_b_5.jpg,T10_018,T10,23,5,b,2022-04-26 13:09:19,T10_d23_018_b_5
data/Avocado Ripening Dataset/T10_d24_018_a_5.jpg,T10_018,T10,24,5,a,2022-04-27 15:55:07,T10_d24_018_a_5
data/Avocado Ripening Dataset/T10_d24_018_b_5.jpg,T10_018,T10,24,5,b,2022-04-27 15:55:18,T10_d24_018_b_5
data/Avocado Ripening Dataset/T10_d25_018_a_5.jpg,T10_018,T10,25,5,a,2022-04-28 19:54:13,T10_d25_018_a_5
data/Avocado Ripening Dataset/T10_d25_018_b_5.jpg,T10_018,T10,25,5,b,2022-04-28 19:54:26,T10_d25_018_b_5
data/Avocado Ripening Dataset/T10_d26_018_a_5.jpg,T10_018,T10,26,5,a,2022-04-29 14:37:05,T10_d26_018_a_5
data/Avocado Ripening Dataset/T10_d26_018_b_5.jpg,T10_018,T10,26,5,b,2022-04-29 14:37:11,T10_d26_018_b_5
data/Avocado Ripening Dataset/T10_d01_021_a_1.jpg,T10_021,T10,1,1,a,2022-04-04 10:24:09,T10_d01_021_a_1
data/Avocado Ripening Dataset/T10_d01_021_b_1.jpg,T10_021,T10,1,1,b,2022-04-04 10:24:24,T10_d01_021_b_1
data/Avocado Ripening Dataset/T10_d02_021_a_1.jpg,T10_021,T10,2,1,a,2022-04-05 11:08:28,T10_d02_021_a_1
data/Avocado Ripening Dataset/T10_d02_021_b_1.jpg,T10_021,T10,2,1,b,2022-04-05 11:08:46,T10_d02_021_b_1
data/Avocado Ripening Dataset/T10_d03_021_a_1.jpg,T10_021,T10,3,1,a,2022-04-06 11:35:32,T10_d03_021_a_1
data/Avocado Ripening Dataset/T10_d03_021_b_1.jpg,T10_021,T10,3,1,b,2022-04-06 11:35:46,T10_d03_021_b_1
data/Avocado Ripening Dataset/T10_d04_021_a_1.jpg,T10_021,T10,4,1,a,2022-04-07 11:08:00,T10_d04_021_a_1
data/Avocado Ripening Dataset/T10_d04_021_b_1.jpg,T10_021,T10,4,1,b,2022-04-07 11:08:08,T10_d04_021_b_1
data/Avocado Ripening Dataset/T10_d05_021_a_1.jpg,T10_021,T10,5,1,a,2022-04-08 12:01:11,T10_d05_021_a_1
data/Avocado Ripening Dataset/T10_d05_021_b_1.jpg,T10_021,T10,5,1,b,2022-04-08 12:01:18,T10_d05_021_b_1
data/Avocado Ripening Dataset/T10_d06_021_a_1.jpg,T10_021,T10,6,1,a,2022-04-09 12:19:41,T10_d06_021_a_1
data/Avocado Ripening Dataset/T10_d06_021_b_1.jpg,T10_021,T10,6,1,b,2022-04-09 12:19:48,T10_d06_021_b_1
data/Avocado Ripening Dataset/T10_d07_021_a_1.jpg,T10_021,T10,7,1,a,2022-04-10 12:38:57,T10_d07_021_a_1
data/Avocado Ripening Dataset/T10_d07_021_b_1.jpg,T10_021,T10,7,1,b,2022-04-10 12:39:02,T10_d07_021_b_1
data/Avocado Ripening Dataset/T10_d08_021_a_1.jpg,T10_021,T10,8,1,a,2022-04-11 11:42:16,T10_d08_021_a_1
data/Avocado Ripening Dataset/T10_d08_021_b_1.jpg,T10_021,T10,8,1,b,2022-04-11 11:42:24,T10_d08_021_b_1
data/Avocado Ripening Dataset/T10_d09_021_a_2.jpg,T10_021,T10,9,2,a,2022-04-12 12:02:58,T10_d09_021_a_2
data/Avocado Ripening Dataset/T10_d09_021_b_2.jpg,T10_021,T10,9,2,b,2022-04-12 12:03:04,T10_d09_021_b_2
data/Avocado Ripening Dataset/T10_d10_021_a_2.jpg,T10_021,T10,10,2,a,2022-04-13 11:43:14,T10_d10_021_a_2
data/Avocado Ripening Dataset/T10_d10_021_b_2.jpg,T10_021,T10,10,2,b,2022-04-13 11:43:20,T10_d10_021_b_2
data/Avocado Ripening Dataset/T10_d11_021_a_2.jpg,T10_021,T10,11,2,a,2022-04-14 12:28:09,T10_d11_021_a_2
data/Avocado Ripening Dataset/T10_d11_021_b_2.jpg,T10_021,T10,11,2,b,2022-04-14 12:28:15,T10_d11_021_b_2
data/Avocado Ripening Dataset/T10_d12_021_a_2.jpg,T10_021,T10,12,2,a,2022-04-15 16:36:02,T10_d12_021_a_2
data/Avocado Ripening Dataset/T10_d12_021_b_2.jpg,T10_021,T10,12,2,b,2022-04-15 16:36:07,T10_d12_021_b_2
data/Avocado Ripening Dataset/T10_d13_021_a_2.jpg,T10_021,T10,13,2,a,2022-04-16 14:14:50,T10_d13_021_a_2
data/Avocado Ripening Dataset/T10_d13_021_b_2.jpg,T10_021,T10,13,2,b,2022-04-16 14:14:55,T10_d13_021_b_2
data/Avocado Ripening Dataset/T10_d14_021_a_3.jpg,T10_021,T10,14,3,a,2022-04-17 15:36:21,T10_d14_021_a_3
data/Avocado Ripening Dataset/T10_d14_021_b_3.jpg,T10_021,T10,14,3,b,2022-04-17 15:36:27,T10_d14_021_b_3
data/Avocado Ripening Dataset/T10_d15_021_a_3.jpg,T10_021,T10,15,3,a,2022-04-18 16:22:45,T10_d15_021_a_3
data/Avocado Ripening Dataset/T10_d15_021_b_3.jpg,T10_021,T10,15,3,b,2022-04-18 16:22:50,T10_d15_021_b_3
data/Avocado Ripening Dataset/T10_d16_021_a_3.jpg,T10_021,T10,16,3,a,2022-04-19 12:59:52,T10_d16_021_a_3
data/Avocado Ripening Dataset/T10_d16_021_b_3.jpg,T10_021,T10,16,3,b,2022-04-19 13:00:00,T10_d16_021_b_3
data/Avocado Ripening Dataset/T10_d17_021_a_4.jpg,T10_021,T10,17,4,a,2022-04-20 12:30:46,T10_d17_021_a_4
data/Avocado Ripening Dataset/T10_d17_021_b_4.jpg,T10_021,T10,17,4,b,2022-04-20 12:30:52,T10_d17_021_b_4
data/Avocado Ripening Dataset/T10_d18_021_a_4.jpg,T10_021,T10,18,4,a,2022-04-21 13:59:36,T10_d18_021_a_4
data/Avocado Ripening Dataset/T10_d18_021_b_4.jpg,T10_021,T10,18,4,b,2022-04-21 13:59:40,T10_d18_021_b_4
data/Avocado Ripening Dataset/T10_d19_021_a_4.jpg,T10_021,T10,19,4,a,2022-04-22 13:12:24,T10_d19_021_a_4
data/Avocado Ripening Dataset/T10_d19_021_b_4.jpg,T10_021,T10,19,4,b,2022-04-22 13:12:29,T10_d19_021_b_4
data/Avocado Ripening Dataset/T10_d20_021_a_4.jpg,T10_021,T10,20,4,a,2022-04-23 13:41:55,T10_d20_021_a_4
data/Avocado Ripening Dataset/T10_d20_021_b_4.jpg,T10_021,T10,20,4,b,2022-04-23 13:41:59,T10_d20_021_b_4
data/Avocado Ripening Dataset/T10_d21_021_a_4.jpg,T10_021,T10,21,4,a,2022-04-24 14:54:22,T10_d21_021_a_4
data/Avocado Ripening Dataset/T10_d21_021_b_4.jpg,T10_021,T10,21,4,b,2022-04-24 14:54:27,T10_d21_021_b_4
data/Avocado Ripening Dataset/T10_d22_021_a_4.jpg,T10_021,T10,22,4,a,2022-04-25 15:45:41,T10_d22_021_a_4
data/Avocado Ripening Dataset/T10_d22_021_b_4.jpg,T10_021,T10,22,4,b,2022-04-25 15:45:46,T10_d22_021_b_4
data/Avocado Ripening Dataset/T10_d23_021_a_4.jpg,T10_021,T10,23,4,a,2022-04-26 12:42:16,T10_d23_021_a_4
data/Avocado Ripening Dataset/T10_d23_021_b_4.jpg,T10_021,T10,23,4,b,2022-04-26 12:42:21,T10_d23_021_b_4
data/Avocado Ripening Dataset/T10_d24_021_a_5.jpg,T10_021,T10,24,5,a,2022-04-27 16:27:16,T10_d24_021_a_5
data/Avocado Ripening Dataset/T10_d24_021_b_5.jpg,T10_021,T10,24,5,b,2022-04-27 16:27:20,T10_d24_021_b_5
data/Avocado Ripening Dataset/T10_d25_021_a_5.jpg,T10_021,T10,25,5,a,2022-04-28 19:25:44,T10_d25_021_a_5
data/Avocado Ripening Dataset/T10_d25_021_b_5.jpg,T10_021,T10,25,5,b,2022-04-28 19:25:49,T10_d25_021_b_5
data/Avocado Ripening Dataset/T10_d26_021_a_5.jpg,T10_021,T10,26,5,a,2022-04-29 14:53:56,T10_d26_021_a_5
data/Avocado Ripening Dataset/T10_d26_021_b_5.jpg,T10_021,T10,26,5,b,2022-04-29 14:54:01,T10_d26_021_b_5
data/Avocado Ripening Dataset/T10_d01_022_a_1.jpg,T10_022,T10,1,1,a,2022-04-03 18:08:15,T10_d01_022_a_1
data/Avocado Ripening Dataset/T10_d01_022_b_1.jpg,T10_022,T10,1,1,b,2022-04-03 18:08:29,T10_d01_022_b_1
data/Avocado Ripening Dataset/T10_d02_022_a_1.jpg,T10_022,T10,2,1,a,2022-04-05 09:58:49,T10_d02_022_a_1
data/Avocado Ripening Dataset/T10_d02_022_b_1.jpg,T10_022,T10,2,1,b,2022-04-05 09:59:00,T10_d02_022_b_1
data/Avocado Ripening Dataset/T10_d03_022_a_1.jpg,T10_022,T10,3,1,a,2022-04-06 10:03:40,T10_d03_022_a_1
data/Avocado Ripening Dataset/T10_d03_022_b_1.jpg,T10_022,T10,3,1,b,2022-04-06 10:03:55,T10_d03_022_b_1
data/Avocado Ripening Dataset/T10_d04_022_a_1.jpg,T10_022,T10,4,1,a,2022-04-07 10:05:22,T10_d04_022_a_1
data/Avocado Ripening Dataset/T10_d04_022_b_1.jpg,T10_022,T10,4,1,b,2022-04-07 10:05:33,T10_d04_022_b_1
data/Avocado Ripening Dataset/T10_d05_022_a_1.jpg,T10_022,T10,5,1,a,2022-04-08 10:43:17,T10_d05_022_a_1
data/Avocado Ripening Dataset/T10_d05_022_b_1.jpg,T10_022,T10,5,1,b,2022-04-08 10:43:26,T10_d05_022_b_1
data/Avocado Ripening Dataset/T10_d06_022_a_1.jpg,T10_022,T10,6,1,a,2022-04-09 10:49:56,T10_d06_022_a_1
data/Avocado Ripening Dataset/T10_d06_022_b_1.jpg,T10_022,T10,6,1,b,2022-04-09 10:50:06,T10_d06_022_b_1
data/Avocado Ripening Dataset/T10_d07_022_a_2.jpg,T10_022,T10,7,2,a,2022-04-10 10:53:03,T10_d07_022_a_2
data/Avocado Ripening Dataset/T10_d07_022_b_2.jpg,T10_022,T10,7,2,b,2022-04-10 10:53:13,T10_d07_022_b_2
data/Avocado Ripening Dataset/T10_d08_022_a_2.jpg,T10_022,T10,8,2,a,2022-04-11 10:27:33,T10_d08_022_a_2
data/Avocado Ripening Dataset/T10_d08_022_b_2.jpg,T10_022,T10,8,2,b,2022-04-11 10:27:39,T10_d08_022_b_2
data/Avocado Ripening Dataset/T10_d09_022_a_2.jpg,T10_022,T10,9,2,a,2022-04-12 10:44:02,T10_d09_022_a_2
data/Avocado Ripening Dataset/T10_d09_022_b_2.jpg,T10_022,T10,9,2,b,2022-04-12 10:44:13,T10_d09_022_b_2
data/Avocado Ripening Dataset/T10_d10_022_a_2.jpg,T10_022,T10,10,2,a,2022-04-13 10:40:36,T10_d10_022_a_2
data/Avocado Ripening Dataset/T10_d10_022_b_2.jpg,T10_022,T10,10,2,b,2022-04-13 10:40:43,T10_d10_022_b_2
data/Avocado Ripening Dataset/T10_d11_022_a_3.jpg,T10_022,T10,11,3,a,2022-04-14 10:52:35,T10_d11_022_a_3
data/Avocado Ripening Dataset/T10_d11_022_b_3.jpg,T10_022,T10,11,3,b,2022-04-14 10:52:46,T10_d11_022_b_3
data/Avocado Ripening Dataset/T10_d12_022_a_3.jpg,T10_022,T10,12,3,a,2022-04-15 17:20:11,T10_d12_022_a_3
data/Avocado Ripening Dataset/T10_d12_022_b_3.jpg,T10_022,T10,12,3,b,2022-04-15 17:20:14,T10_d12_022_b_3
data/Avocado Ripening Dataset/T10_d13_022_a_3.jpg,T10_022,T10,13,3,a,2022-04-16 13:14:26,T10_d13_022_a_3
data/Avocado Ripening Dataset/T10_d13_022_b_3.jpg,T10_022,T10,13,3,b,2022-04-16 13:14:30,T10_d13_022_b_3
data/Avocado Ripening Dataset/T10_d14_022_a_4.jpg,T10_022,T10,14,4,a,2022-04-17 14:41:28,T10_d14_022_a_4
data/Avocado Ripening Dataset/T10_d14_022_b_4.jpg,T10_022,T10,14,4,b,2022-04-17 14:41:33,T10_d14_022_b_4
data/Avocado Ripening Dataset/T10_d15_022_a_4.jpg,T10_022,T10,15,4,a,2022-04-18 14:48:00,T10_d15_022_a_4
data/Avocado Ripening Dataset/T10_d15_022_b_4.jpg,T10_022,T10,15,4,b,2022-04-18 14:48:05,T10_d15_022_b_4
data/Avocado Ripening Dataset/T10_d16_022_a_4.jpg,T10_022,T10,16,4,a,2022-04-19 12:36:49,T10_d16_022_a_4
data/Avocado Ripening Dataset/T10_d16_022_b_4.jpg,T10_022,T10,16,4,b,2022-04-19 12:36:54,T10_d16_022_b_4
data/Avocado Ripening Dataset/T10_d17_022_a_4.jpg,T10_022,T10,17,4,a,2022-04-20 11:39:10,T10_d17_022_a_4
data/Avocado Ripening Dataset/T10_d17_022_b_4.jpg,T10_022,T10,17,4,b,2022-04-20 11:39:18,T10_d17_022_b_4
data/Avocado Ripening Dataset/T10_d18_022_a_4.jpg,T10_022,T10,18,4,a,2022-04-21 12:51:43,T10_d18_022_a_4
data/Avocado Ripening Dataset/T10_d18_022_b_4.jpg,T10_022,T10,18,4,b,2022-04-21 12:51:48,T10_d18_022_b_4
data/Avocado Ripening Dataset/T10_d19_022_a_4.jpg,T10_022,T10,19,4,a,2022-04-22 12:19:08,T10_d19_022_a_4
data/Avocado Ripening Dataset/T10_d19_022_b_4.jpg,T10_022,T10,19,4,b,2022-04-22 12:19:14,T10_d19_022_b_4
data/Avocado Ripening Dataset/T10_d20_022_a_4.jpg,T10_022,T10,20,4,a,2022-04-23 12:53:21,T10_d20_022_a_4
data/Avocado Ripening Dataset/T10_d20_022_b_4.jpg,T10_022,T10,20,4,b,2022-04-23 12:53:26,T10_d20_022_b_4
data/Avocado Ripening Dataset/T10_d21_022_a_5.jpg,T10_022,T10,21,5,a,2022-04-24 13:49:30,T10_d21_022_a_5
data/Avocado Ripening Dataset/T10_d21_022_b_5.jpg,T10_022,T10,21,5,b,2022-04-24 13:49:34,T10_d21_022_b_5
data/Avocado Ripening Dataset/T10_d22_022_a_5.jpg,T10_022,T10,22,5,a,2022-04-25 14:56:12,T10_d22_022_a_5
data/Avocado Ripening Dataset/T10_d22_022_b_5.jpg,T10_022,T10,22,5,b,2022-04-25 14:56:16,T10_d22_022_b_5
data/Avocado Ripening Dataset/T10_d23_022_a_5.jpg,T10_022,T10,23,5,a,2022-04-26 11:19:32,T10_d23_022_a_5
data/Avocado Ripening Dataset/T10_d23_022_b_5.jpg,T10_022,T10,23,5,b,2022-04-26 11:19:44,T10_d23_022_b_5
data/Avocado Ripening Dataset/T10_d24_022_a_5.jpg,T10_022,T10,24,5,a,2022-04-27 14:32:58,T10_d24_022_a_5
data/Avocado Ripening Dataset/T10_d24_022_b_5.jpg,T10_022,T10,24,5,b,2022-04-27 14:33:03,T10_d24_022_b_5
data/Avocado Ripening Dataset/T10_d25_022_a_5.jpg,T10_022,T10,25,5,a,2022-04-28 18:18:46,T10_d25_022_a_5
data/Avocado Ripening Dataset/T10_d25_022_b_5.jpg,T10_022,T10,25,5,b,2022-04-28 18:18:51,T10_d25_022_b_5
data/Avocado Ripening Dataset/T10_d26_022_a_5.jpg,T10_022,T10,26,5,a,2022-04-29 11:46:43,T10_d26_022_a_5
data/Avocado Ripening Dataset/T10_d26_022_b_5.jpg,T10_022,T10,26,5,b,2022-04-29 11:46:47,T10_d26_022_b_5
data/Avocado Ripening Dataset/T10_d01_026_a_1.jpg,T10_026,T10,1,1,a,2022-04-04 10:24:51,T10_d01_026_a_1
data/Avocado Ripening Dataset/T10_d01_026_b_1.jpg,T10_026,T10,1,1,b,2022-04-04 10:25:04,T10_d01_026_b_1
data/Avocado Ripening Dataset/T10_d02_026_a_1.jpg,T10_026,T10,2,1,a,2022-04-05 11:09:07,T10_d02_026_a_1
data/Avocado Ripening Dataset/T10_d02_026_b_1.jpg,T10_026,T10,2,1,b,2022-04-05 11:09:16,T10_d02_026_b_1
data/Avocado Ripening Dataset/T10_d03_026_a_1.jpg,T10_026,T10,3,1,a,2022-04-06 11:37:56,T10_d03_026_a_1
data/Avocado Ripening Dataset/T10_d03_026_b_1.jpg,T10_026,T10,3,1,b,2022-04-06 11:38:45,T10_d03_026_b_1
data/Avocado Ripening Dataset/T10_d04_026_a_1.jpg,T10_026,T10,4,1,a,2022-04-07 11:08:33,T10_d04_026_a_1
data/Avocado Ripening Dataset/T10_d04_026_b_1.jpg,T10_026,T10,4,1,b,2022-04-07 11:08:42,T10_d04_026_b_1
data/Avocado Ripening Dataset/T10_d05_026_a_2.jpg,T10_026,T10,5,2,a,2022-04-08 12:01:40,T10_d05_026_a_2
data/Avocado Ripening Dataset/T10_d05_026_b_2.jpg,T10_026,T10,5,2,b,2022-04-08 12:01:50,T10_d05_026_b_2
data/Avocado Ripening Dataset/T10_d06_026_a_2.jpg,T10_026,T10,6,2,a,2022-04-09 12:20:06,T10_d06_026_a_2
data/Avocado Ripening Dataset/T10_d06_026_b_2.jpg,T10_026,T10,6,2,b,2022-04-09 12:20:13,T10_d06_026_b_2
data/Avocado Ripening Dataset/T10_d07_026_a_2.jpg,T10_026,T10,7,2,a,2022-04-10 12:39:24,T10_d07_026_a_2
data/Avocado Ripening Dataset/T10_d07_026_b_2.jpg,T10_026,T10,7,2,b,2022-04-10 12:39:32,T10_d07_026_b_2
data/Avocado Ripening Dataset/T10_d08_026_a_2.jpg,T10_026,T10,8,2,a,2022-04-11 11:42:42,T10_d08_026_a_2
data/Avocado Ripening Dataset/T10_d08_026_b_2.jpg,T10_026,T10,8,2,b,2022-04-11 11:42:48,T10_d08_026_b_2
data/Avocado Ripening Dataset/T10_d09_026_a_2.jpg,T10_026,T10,9,2,a,2022-04-12 12:03:24,T10_d09_026_a_2
data/Avocado Ripening Dataset/T10_d09_026_b_2.jpg,T10_026,T10,9,2,b,2022-04-12 12:03:31,T10_d09_026_b_2
data/Avocado Ripening Dataset/T10_d10_026_a_3.jpg,T10_026,T10,10,3,a,2022-04-13 11:43:39,T10_d10_026_a_3
data/Avocado Ripening Dataset/T10_d10_026_b_3.jpg,T10_026,T10,10,3,b,2022-04-13 11:43:46,T10_d10_026_b_3
data/Avocado Ripening Dataset/T10_d11_026_a_3.jpg,T10_026,T10,11,3,a,2022-04-14 12:28:33,T10_d11_026_a_3
data/Avocado Ripening Dataset/T10_d11_026_b_3.jpg,T10_026,T10,11,3,b,2022-04-14 12:28:39,T10_d11_026_b_3
data/Avocado Ripening Dataset/T10_d12_026_a_3.jpg,T10_026,T10,12,3,a,2022-04-15 16:36:22,T10_d12_026_a_3
data/Avocado Ripening Dataset/T10_d12_026_b_3.jpg,T10_026,T10,12,3,b,2022-04-15 16:36:26,T10_d12_026_b_3
data/Avocado Ripening Dataset/T10_d13_026_a_4.jpg,T10_026,T10,13,4,a,2022-04-16 14:15:10,T10_d13_026_a_4
